,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2020-2021,2021-2022,2022-2023,2023-2024,4 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Bologna (1 stagione),Genoa (1 stagione),Juventus (1 stagione),Empoli (1 stagione),,Serie A (3 stagioni),Serie B (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2020-2021,20,Empoli,it ITA,2. Serie B,1°,1.7,2,1,1,1,0,1,3,"33,3",2,2,0,2,2,4,1,0,Partite
2021-2022,21,Genoa,it ITA,1. Serie A,19°,19.9,46,20,28,14,4,18,32,"56,3",14,33,8,25,23,69,37,1,Partite
2022-2023,22,Bologna,it ITA,1. Serie A,9°,24.1,57,34,34,20,3,28,65,"43,1",37,26,2,24,26,83,33,1,Partite
2023-2024,23,Juventus,it ITA,1. Serie A,2°,16.9,28,20,16,8,4,17,31,"54,8",14,20,1,19,7,35,18,0,Partite
4 stagioni,4 club,,2 campionati,,62.6,133,75,79,43,11,64,131,"48,9",67,81,11,70,58,191,89,2,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Bologna (1 stagione),,1 campionato,,24.1,57,34,34,20,3,28,65,"43,1",37,26,2,24,26,83,33,1,
Genoa (1 stagione),,1 campionato,,19.9,46,20,28,14,4,18,32,"56,3",14,33,8,25,23,69,37,1,
Juventus (1 stagione),,1 campionato,,16.9,28,20,16,8,4,17,31,"54,8",14,20,1,19,7,35,18,0,
Empoli (1 stagione),,1 campionato,,1.7,2,1,1,1,0,1,3,"33,3",2,2,0,2,2,4,1,0,
,,,,,,,,,,,,,,,,,,,,,
Serie A (3 stagioni),,,,60.9,131,74,78,42,11,63,128,"49,2",65,79,11,68,56,187,88,2,
Serie B (1 stagione),,,,1.7,2,1,1,1,0,1,3,"33,3",2,2,0,2,2,4,1,0,
